Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Year_Since,Model,Brand,Location;Bangalore,Location;Chennai,Location;Coimbatore,Location;Delhi,Location;Hyderabad,Location;Jaipur,Location;Kochi,Location;Kolkata,Location;Mumbai,Location;Pune,Fuel_Type;Diesel,Fuel_Type;Electric,Fuel_Type;LPG,Fuel_Type;Petrol,Transmission;Manual,Owner_Type;Fourth & Above,Owner_Type;Second,Owner_Type;Third
63000,16.1,1197,74.0,5.0,1.6,17.0,169,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
72000,0.0,2179,115.0,5.0,15.5,10.0,146,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63455,11.5,2982,171.0,7.0,19.0,10.0,79,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
17151,27.3,1498,98.6,5.0,8.4,6.0,99,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
31001,24.3,1248,88.5,5.0,7.25,7.0,186,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
42109,23.4,1248,74.0,5.0,4.25,9.0,169,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
55000,21.66,1498,103.52,5.0,5.7,8.0,142,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46000,0.0,2179,115.0,5.0,26.0,10.0,146,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
30852,22.74,796,47.3,5.0,2.49,10.0,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
65000,16.47,1198,73.9,5.0,3.0,12.0,131,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
65000,26.0,1498,98.6,5.0,5.95,8.0,44,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
72000,23.4,1248,74.0,5.0,2.69,10.0,169,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29000,17.11,1968,174.33,5.0,26.0,9.0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32000,17.8,1497,117.3,5.0,5.5,8.0,44,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29875,18.16,1196,86.8,5.0,4.85,7.0,77,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32539,24.3,1248,88.5,5.0,8.39,5.0,186,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
83090,19.01,1461,108.45,5.0,7.99,8.0,57,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
62679,21.19,1396,88.73,5.0,6.95,7.0,210,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
93000,15.7,1390,75.0,5.0,1.5,13.0,109,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
44000,17.7,1497,78.0,5.0,1.55,17.0,44,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
78400,15.6,1196,70.0,5.0,2.75,13.0,77,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71300,13.06,1598,102.53,5.0,4.25,9.0,57,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
18000,20.36,1197,78.9,5.0,2.85,8.0,209,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
24013,12.81,1999,148.31,7.0,56.14,4.0,146,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99100,9.74,1984,208.0,5.0,10.0,14.0,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
62000,11.3,1298,83.1,8.0,1.25,20.0,185,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
14000,26.59,1248,74.0,5.0,7.5,6.0,169,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
44811,17.11,1968,174.33,5.0,25.81,8.0,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44000,16.47,1198,74.0,5.0,4.3,9.0,131,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
136000,11.5,2982,171.0,7.0,11.0,13.0,79,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
144113,11.5,2982,171.0,7.0,11.75,13.0,79,28,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
94989,12.8,2354,177.6,5.0,6.58,11.0,15,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
58133,22.9,1248,74.0,5.0,4.8,11.0,169,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
61000,17.5,1198,70.0,5.0,1.65,15.0,75,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
27000,17.1,1956,170.0,5.0,15.0,6.0,48,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
18050,25.4,624,37.5,4.0,1.0,9.0,117,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
145277,15.3,1596,101.0,5.0,1.65,16.0,76,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
42000,27.62,793,47.0,5.0,3.6,8.0,42,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
86000,11.5,2982,171.0,7.0,11.5,12.0,79,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42150,27.62,793,47.0,5.0,3.6,8.0,42,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30158,21.1,814,55.2,5.0,3.05,8.0,61,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
47000,23.5,1498,90.0,5.0,6.0,12.0,76,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
39000,16.47,1198,74.0,5.0,3.75,10.0,131,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32125,16.2,1199,74.0,5.0,6.17,7.0,131,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
58829,24.3,1248,88.5,5.0,9.05,6.0,186,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
67559,19.4,1198,86.8,5.0,4.05,10.0,31,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55000,17.5,1298,85.8,5.0,4.25,10.0,169,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
30000,23.1,998,67.04,5.0,3.75,5.0,42,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
28000,13.0,1591,121.3,5.0,11.85,7.0,53,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31826,22.7,1498,89.84,5.0,8.24,7.0,63,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
64000,17.8,1248,113.01402571041947,5.0,5.99,7.0,169,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
100009,13.1,1997,141.1,5.0,6.5,15.0,35,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
17201,12.51,2179,187.7,7.0,58.91,4.0,146,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74345,15.1,2179,140.0,7.0,8.0,9.0,201,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58134,16.47,1198,74.0,5.0,4.64,8.0,131,29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
30566,19.2,1197,80.0,5.0,3.32,13.0,209,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55231,20.36,1197,78.9,5.0,2.78,11.0,209,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
67774,14.81,1998,163.7,5.0,8.95,7.0,55,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
50319,12.0,1991,181.03,5.0,21.95,10.0,60,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
45000,11.7,2359,134.0,5.0,7.9,10.0,163,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43627,11.74,1796,186.0,5.0,29.0,16.0,118,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
45000,22.07,1199,73.9,5.0,3.25,10.0,131,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
10500,17.4,1497,117.3,5.0,5.9,9.0,44,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
21789,24.3,1248,88.5,5.0,9.88,6.0,186,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21134,18.6,1197,81.86,5.0,8.78,4.0,66,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
90000,13.93,2179,138.1,7.0,2.75,12.0,118,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
51553,21.64,1461,84.8,5.0,5.98,9.0,167,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
31000,10.9,2497,215.0,5.0,31.0,12.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67422,14.53,1798,138.0,5.0,3.55,12.0,51,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
60519,22.32,1582,126.32,5.0,6.24,8.0,184,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34000,19.3,1248,73.9,5.0,2.19,14.0,169,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
68434,28.4,1248,73.75,5.0,5.5,10.0,58,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
17000,24.07,998,67.1,5.0,2.1,9.0,16,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43686,10.5,5000,503.0,4.0,50.66,12.0,199,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22000,14.84,2143,170.0,5.0,14.0,11.0,118,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
79225,22.0,1582,126.2,5.0,5.5,10.0,184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
63000,14.2,1598,102.0,5.0,1.2,16.0,20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
61922,20.4,1197,81.8,5.0,5.3,9.0,169,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
85000,23.9,1582,126.2,5.0,6.3,8.0,184,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26192,17.9,2143,168.0,5.0,40.47,6.0,85,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
65000,13.0,2982,168.5,7.0,16.1,10.0,79,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44999,12.8,1968,167.6,5.0,25.0,9.0,136,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81308,13.2,1995,170.0,5.0,7.95,15.0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
35000,24.7,796,47.3,5.0,2.65,7.0,16,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
65349,20.92,998,67.1,5.0,2.81,11.0,16,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
80000,15.64,1798,167.62,5.0,17.5,11.0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
61000,16.1,1197,85.0,5.0,3.3,11.0,169,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
31817,22.5,998,67.04,5.0,5.34,4.0,189,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
41000,21.14,1498,103.52,5.0,8.5,7.0,142,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
82606,16.0,1198,90.0,5.0,2.69,13.0,99,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
52000,16.0,2179,140.0,7.0,11.5,8.0,201,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50318,18.5,1197,85.8,5.0,4.06,12.0,145,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50000,17.9,2143,201.15,5.0,49.0,7.0,86,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
72000,20.5,1598,103.5,5.0,4.6,11.0,142,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
63776,24.0,1120,70.0,5.0,3.96,8.0,91,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28133,18.6,1197,81.86,5.0,5.6,8.0,66,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
45000,22.95,1248,74.0,5.0,3.75,6.0,208,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
55697,22.54,1396,88.73,5.0,5.5,8.0,210,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
62000,20.5,1598,103.5,5.0,3.0,11.0,142,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
48000,16.0,1368,90.0,5.0,3.0,12.0,107,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
90246,16.1,1298,88.2,5.0,2.95,13.0,169,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
80500,25.0,1396,69.0,5.0,2.45,8.0,96,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
119000,14.84,2143,170.0,5.0,13.99,11.0,118,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
28541,11.57,2987,254.79,5.0,60.75,7.0,86,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45500,0.0,1086,113.01402571041947,5.0,1.17,15.0,159,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
41000,16.8,1497,116.3,5.0,4.5,11.0,44,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
58000,18.5,1197,80.0,5.0,2.5,13.0,210,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
99000,13.0,2982,168.5,7.0,20.5,8.0,79,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31200,18.9,1197,82.0,5.0,3.9,9.0,91,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
85000,15.0,1896,105.0,5.0,3.5,14.0,101,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
60924,15.63,1499,110.4,5.0,8.3,7.0,62,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45000,21.1,814,55.2,5.0,2.5,11.0,61,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44000,19.15,1198,75.94,5.0,2.65,12.0,113,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30534,19.0,1199,88.7,5.0,7.42,7.0,99,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46399,16.47,1198,74.0,5.0,4.63,7.0,131,29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
42000,19.7,796,46.3,5.0,1.09,15.0,16,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
67000,22.32,1582,126.32,5.0,3.8,12.0,184,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58000,10.0,2148,170.0,5.0,15.75,10.0,60,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
27000,17.57,1193,88.7,5.0,5.27,8.0,208,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39566,18.4,1198,86.8,5.0,2.75,11.0,31,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
14980,27.3,1498,98.6,5.0,7.4,7.0,99,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18491,24.07,998,67.1,5.0,3.9,6.0,16,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
90000,17.3,993,60.0,5.0,0.7,23.0,207,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
118211,22.54,1396,88.73,5.0,5.9,8.0,210,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
63316,22.7,1598,118.0,5.0,9.58,7.0,155,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42000,14.21,2143,203.0,5.0,24.95,9.0,60,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25648,13.7,1399,98.82,7.0,4.29,8.0,68,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
67612,14.21,2143,203.0,5.0,11.5,12.0,60,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33000,16.0,2179,140.0,7.0,9.65,7.0,201,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
20000,20.36,1197,78.9,5.0,3.75,8.0,209,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
143000,14.2,1341,82.9,5.0,1.1,16.0,90,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
118218,12.07,2967,241.4,7.0,31.41,9.0,137,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99000,12.05,2179,120.0,8.0,6.0,11.0,161,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
22700,18.7,1199,88.7,5.0,5.55,7.0,99,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
28000,14.0,2179,138.1,7.0,10.91,6.0,156,27,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
62000,15.1,2179,140.0,7.0,7.25,9.0,201,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
107023,22.07,1199,73.9,5.0,3.9,11.0,131,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
71082,19.3,1248,73.9,5.0,3.95,11.0,169,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60000,15.73,1968,174.33,5.0,22.0,10.0,135,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21701,23.1,998,67.04,5.0,3.38,9.0,42,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
56000,16.8,1497,116.3,5.0,3.45,12.0,44,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
32450,18.6,1197,81.83,5.0,5.75,7.0,210,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12500,25.17,799,53.3,5.0,2.75,7.0,103,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
20483,17.9,2143,136.0,5.0,30.3,4.0,33,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
45800,22.7,1498,89.84,5.0,7.5,9.0,63,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
35441,18.6,1197,81.83,5.0,6.87,8.0,210,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
86398,12.99,2494,100.6,7.0,15.2,8.0,98,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
150000,21.64,1461,84.8,5.0,3.5,11.0,167,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
89000,25.2,1248,74.0,5.0,5.85,9.0,169,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
68375,19.0,998,66.1,5.0,2.5,13.0,8,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
52000,18.6,1197,85.8,5.0,3.95,10.0,169,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
39000,17.9,2143,136.0,5.0,27.0,6.0,33,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
68000,16.02,1373,93.7,7.0,6.75,9.0,69,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71000,18.9,998,67.1,5.0,1.5,16.0,189,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
72003,22.07,1199,73.9,5.0,3.9,11.0,131,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
135670,22.7,1498,89.84,5.0,6.55,9.0,63,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
65850,25.1,1498,98.6,5.0,9.44,6.0,44,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
53920,14.28,1798,138.03,5.0,10.77,8.0,51,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
58000,15.1,2179,140.0,7.0,7.5,9.0,201,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4000,24.7,796,47.3,5.0,3.0,7.0,16,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
58000,18.59,2993,265.0,5.0,11.75,13.0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29832,21.1,814,55.2,5.0,3.29,7.0,61,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71156,26.59,1248,74.0,5.0,6.5,7.0,169,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
64687,31.79,998,58.33,5.0,3.8,8.0,42,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54000,16.55,1968,147.51,5.0,18.0,12.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
75000,13.7,1798,157.75,5.0,4.95,14.0,168,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39208,17.57,1193,88.7,5.0,4.52,8.0,208,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
41000,17.0,2149,139.07,7.0,8.0,9.0,123,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
38622,17.4,1497,117.3,5.0,6.26,10.0,44,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18000,16.95,1498,97.7,5.0,7.5,7.0,167,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52000,16.1,1197,74.0,5.0,3.65,11.0,169,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45000,14.4,1598,103.6,5.0,3.35,12.0,181,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48656,15.74,1591,121.3,5.0,5.5,9.0,184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79000,22.0,1582,126.2,5.0,5.25,11.0,184,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88000,16.55,1968,140.0,5.0,16.25,11.0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92000,15.5,1586,103.3,5.0,2.7,14.0,155,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9000,12.62,2198,158.0,7.0,32.9,4.0,67,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50121,20.4,1197,83.11,5.0,3.41,15.0,169,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
79000,24.0,1120,70.0,5.0,4.15,9.0,91,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
46000,20.14,1498,88.8,5.0,5.9,9.0,131,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
100000,10.0,2496,157.7,5.0,11.5,11.0,60,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
41000,18.6,1197,81.83,5.0,4.75,8.0,210,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
25000,24.07,998,67.1,5.0,3.5,8.0,16,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71899,20.77,1248,88.76,7.0,7.25,9.0,69,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7100,23.1,998,67.04,5.0,4.35,7.0,42,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
38171,22.5,999,67.0,5.0,4.99,5.0,103,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
70359,12.05,2179,120.0,8.0,7.65,10.0,161,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
200000,12.8,2494,102.0,7.0,9.0,12.0,98,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26969,22.07,1199,73.9,5.0,6.9,6.0,131,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56500,20.0,1399,68.0,5.0,2.9,12.0,77,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40000,20.45,1461,83.8,5.0,5.75,9.0,174,22,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
41000,17.0,2200,139.01,7.0,8.0,9.0,123,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
53105,22.5,999,67.0,5.0,4.41,6.0,103,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23000,21.14,1498,103.52,5.0,4.95,10.0,142,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
80999,16.0,2179,140.0,7.0,14.4,7.0,201,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
82000,20.0,1399,68.05,5.0,2.95,11.0,77,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
68557,15.96,2523,62.1,7.0,8.14,6.0,28,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
34000,20.64,1498,108.5,5.0,8.45,7.0,181,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
77000,12.99,2494,100.0,8.0,12.5,8.0,98,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
48000,15.1,2179,140.0,7.0,6.5,11.0,201,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
28232,15.8,1499,110.0,5.0,7.72,8.0,63,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
110000,16.96,1968,138.1,5.0,8.0,12.0,101,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120000,13.93,2179,138.0,7.0,3.0,14.0,118,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
49000,8.2,2993,245.0,4.0,29.0,10.0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22000,16.47,1198,74.0,5.0,4.11,9.0,131,29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
14925,18.5,1197,82.9,5.0,5.37,8.0,210,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75000,20.77,1248,88.8,7.0,6.55,10.0,69,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
23000,17.4,1497,117.3,5.0,7.0,8.0,44,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
57000,17.0,1497,118.0,5.0,5.48,9.0,44,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
